매도일자	종목코드	종목명	청산수량	매입평균가	매입금액	매도평균가	매도금액	수수료+제세금	손익금액	수익률(%)	국가	거래소
2021/12/16	'SOXL	DIREXION DAILY SEMICONDUCTOR BULL 3X ET	"104"	"66.0900"	"6,873.0400"	"69.3900"	"7,216.6800"	"9.9600"	"333.6800"	"4.85"	미국	미국
